level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,1,1,2,19,4231,299,90,56,95.389214,194
5,1,1,1,2,20,4492,297,99,53,95.103165,462
5,1,1,1,2,21,4724,297,32,53,96.104813,7
5,1,1,1,2,22,4894,300,33,53,96.385201,7
5,1,1,1,2,23,5028,302,67,54,96.266083,22
4,1,1,1,3,0,183,356,4911,77,-1.0,
5,1,1,1,3,1,183,359,34,54,96.88739,7
5,1,1,1,3,2,397,356,66,55,96.19796,12
5,1,1,1,3,3,654,359,29,52,96.671997,1
5,1,1,1,3,4,876,360,27,52,96.86441,1
5,1,1,1,3,5,1095,359,32,50,95.943497,3
5,1,1,1,3,6,1315,357,34,54,96.478462,3
5,1,1,1,3,7,1539,359,32,52,96.940773,7
5,1,1,1,3,8,1762,360,32,52,95.6763,9
5,1,1,1,3,9,1965,363,67,53,96.22258,24
5,1,1,1,3,10,2238,371,33,52,94.713707,3
5,1,1,1,3,11,2425,375,63,52,93.250351,13
5,1,1,1,3,12,2591,406,64,7,93.186676,-
5,1,1,1,3,13,2824,372,33,53,94.871231,3
5,1,1,1,3,14,3044,374,33,53,95.988052,9
5,1,1,1,3,15,3249,380,68,53,95.916603,20
5,1,1,1,3,16,3501,380,67,53,96.193016,41
5,1,1,1,3,17,3755,378,67,54,95.683929,32
5,1,1,1,3,18,4006,374,66,54,96.06543,46
5,1,1,1,3,19,4256,369,65,55,96.697334,34
5,1,1,1,3,20,4496,367,94,52,95.18618,112
5,1,1,1,3,21,4726,369,29,51,96.532883,1
5,1,1,1,3,22,4892,371,33,51,96.027893,3
5,1,1,1,3,23,5059,373,35,52,96.92865,4
4,1,1,1,4,0,182,425,4912,77,-1.0,
5,1,1,1,4,1,182,429,33,53,96.891518,9
5,1,1,1,4,2,397,425,66,54,93.300415,19
5,1,1,1,4,3,618,458,66,7,92.289497,-
5,1,1,1,4,4,840,459,65,7,92.943848,-
5,1,1,1,4,5,1094,426,32,53,97.018478,7
5,1,1,1,4,6,1316,427,33,53,93.261848,5
5,1,1,1,4,7,1506,460,64,7,92.31868,-
5,1,1,1,4,8,1727,461,65,6,92.811028,-
5,1,1,1,4,9,1967,465,64,5,91.646194,-
5,1,1,1,4,10,2237,442,32,52,96.782722,7
5,1,1,1,4,11,2424,443,65,54,93.290001,10
5,1,1,1,4,12,2590,475,65,7,93.051865,-
5,1,1,1,4,13,2824,441,32,52,96.959778,2
5,1,1,1,4,14,3044,445,33,53,95.722656,9
5,1,1,1,4,15,3248,449,67,53,94.150681,23
5,1,1,1,4,16,3501,450,67,52,93.395851,36
5,1,1,1,4,17,3754,447,66,53,94.964005,34
5,1,1,1,4,18,4007,444,65,54,96.726601,46
5,1,1,1,4,19,4289,440,33,53,95.781242,9
5,1,1,1,4,20,4524,436,65,53,96.885704,89
5,1,1,1,4,21,4725,436,28,52,95.64315,1
5,1,1,1,4,22,4890,440,33,52,93.286438,2
5,1,1,1,4,23,5029,472,65,6,93.047943,-
4,1,1,1,5,0,148,496,4946,77,-1.0,
5,1,1,1,5,1,148,529,67,8,87.973373,-
5,1,1,1,5,2,429,496,34,52,93.303772,5
5,1,1,1,5,3,619,527,65,6,92.865517,-
5,1,1,1,5,4,840,527,65,7,92.865517,-
5,1,1,1,5,5,1061,526,65,6,92.916336,-
5,1,1,1,5,6,1284,528,64,6,92.661331,-
5,1,1,1,5,7,1541,499,24,52,97.009995,1
5,1,1,1,5,8,1763,499,27,52,96.811203,1
5,1,1,1,5,9,2000,504,31,51,96.934914,2
5,1,1,1,5,10,2236,510,35,53,97.020386,4
5,1,1,1,5,11,2455,514,32,51,93.292099,7
5,1,1,1,5,12,2590,543,64,8,91.642616,-
5,1,1,1,5,13,2824,510,31,51,96.490395,6
5,1,1,1,5,14,3010,510,67,56,95.672829,16
5,1,1,1,5,15,3282,521,33,52,96.712471,5
5,1,1,1,5,16,3504,518,64,54,96.910294,19
5,1,1,1,5,17,3789,515,32,53,96.655525,6
5,1,1,1,5,18,4007,514,66,53,95.688026,20
5,1,1,1,5,19,4266,508,56,54,96.560654,18
5,1,1,1,5,20,4524,504,64,54,93.163734,44
5,1,1,1,5,21,4692,537,64,5,92.708473,-
5,1,1,1,5,22,4859,538,67,6,92.168991,-
5,1,1,1,5,23,5029,542,65,6,91.272141,-
4,1,1,1,6,0,183,565,4911,75,-1.0,
5,1,1,1,6,1,183,568,29,53,96.38652,1
5,1,1,1,6,2,396,596,66,6,88.409538,-
5,1,1,1,6,3,619,596,65,6,92.586548,-
5,1,1,1,6,4,839,596,66,6,92.666107,-
5,1,1,1,6,5,1095,565,29,52,96.809097,1
5,1,1,1,6,6,1318,567,29,52,93.301704,1
5,1,1,1,6,7,1506,599,65,6,92.858643,-
5,1,1,1,6,8,1763,569,28,52,96.8694,1
5,1,1,1,6,9,1999,573,33,52,96.672752,3
5,1,1,1,6,10,2239,579,30,52,96.985611,1
5,1,1,1,6,11,2456,582,32,52,91.894775,2
5,1,1,1,6,12,2590,613,64,7,91.894775,-
5,1,1,1,6,13,2824,578,32,53,95.318474,2
5,1,1,1,6,14,3043,581,34,52,96.687782,3
5,1,1,1,6,15,3282,588,33,52,96.611244,3
5,1,1,1,6,16,3536,588,32,52,96.994072,6
5,1,1,1,6,17,3788,584,30,53,96.868393,4
5,1,1,1,6,18,4040,583,32,51,96.265656,6
5,1,1,1,6,19,4290,577,32,52,96.893623,6
5,1,1,1,6,20,4528,574,61,52,93.304001,16
5,1,1,1,6,21,4691,605,65,6,92.312523,-
5,1,1,1,6,22,4860,608,66,6,92.879288,-
5,1,1,1,6,23,5028,611,66,6,93.244781,-
4,1,1,1,7,0,146,632,4948,78,-1.0,
5,1,1,1,7,1,146,668,68,8,87.393547,-
5,1,1,1,7,2,427,632,35,54,93.293625,5
5,1,1,1,7,3,617,665,65,5,91.403511,-
5,1,1,1,7,4,837,665,67,6,93.030739,-
5,1,1,1,7,5,1094,634,29,52,96.497513,1
5,1,1,1,7,6,1316,637,27,52,96.4944,1
5,1,1,1,7,7,1540,638,30,52,96.8424,1
5,1,1,1,7,8,1762,639,29,52,96.784286,1
5,1,1,1,7,9,1998,641,33,52,96.884476,2
5,1,1,1,7,10,2236,648,33,53,96.973495,1
5,1,1,1,7,11,2455,649,32,54,93.295631,9
5,1,1,1,7,12,2589,682,63,7,92.44117,-
5,1,1,1,7,13,2821,647,33,53,96.740425,3
5,1,1,1,7,14,3041,650,34,54,96.856911,5
5,1,1,1,7,15,3282,656,32,53,96.665176,3
5,1,1,1,7,16,3502,657,64,53,96.692711,19
5,1,1,1,7,17,3788,654,29,52,96.826607,4
5,1,1,1,7,18,4005,651,67,54,95.88414,20
5,1,1,1,7,19,4289,647,30,52,96.705376,7
5,1,1,1,7,20,4522,643,58,53,93.259407,31
5,1,1,1,7,21,4690,675,65,5,92.755043,-
5,1,1,1,7,22,4859,678,67,6,92.294449,-
5,1,1,1,7,23,5028,681,66,6,91.344482,-
4,1,1,1,8,0,148,702,4947,77,-1.0,
5,1,1,1,8,1,148,705,65,54,96.394348,19
5,1,1,1,8,2,395,702,66,53,96.980904,12
5,1,1,1,8,3,651,702,31,51,96.747498,6
5,1,1,1,8,4,840,702,64,53,96.626205,12
5,1,1,1,8,5,1060,703,65,53,96.696342,16
5,1,1,1,8,6,1283,705,64,53,96.832855,16
5,1,1,1,8,7,1539,707,31,52,96.594818,9
5,1,1,1,8,8,1761,708,32,52,95.110199,9
5,1,1,1,8,9,1966,711,142,53,95.166481,26
5,1,1,1,8,10,2237,717,32,52,94.36174,2
5,1,1,1,8,11,2455,720,32,52,93.248047,4
5,1,1,1,8,12,2590,750,63,7,92.434441,-
5,1,1,1,8,13,2822,716,32,52,96.163063,9
5,1,1,1,8,14,3009,719,66,52,96.77536,17
5,1,1,1,8,15,3246,724,67,55,96.744499,46
5,1,1,1,8,16,3500,725,66,53,96.945892,56
5,1,1,1,8,17,3756,722,62,53,96.434395,53
5,1,1,1,8,18,4004,719,61,55,96.053108,61
5,1,1,1,8,19,4256,717,87,54,96.786438,55
5,1,1,1,8,20,4494,711,94,55,96.361557,169
5,1,1,1,8,21,4722,713,33,52,96.361557,7
5,1,1,1,8,22,4860,715,62,53,96.78009,11
5,1,1,1,8,23,5029,719,66,54,96.744011,15
3,1,1,2,0,0,114,907,4981,79,-1.0,
4,1,1,2,1,0,114,907,4981,79,-1.0,
5,1,1,2,1,1,114,912,100,57,95.173721,138
5,1,1,2,1,2,355,908,105,57,96.387352,244
5,1,1,2,1,3,614,907,69,54,96.507469,26
5,1,1,2,1,4,834,908,69,55,96.770058,33
5,1,1,2,1,5,1023,912,101,55,96.494209,112
5,1,1,2,1,6,1248,914,99,56,96.136536,116
5,1,1,2,1,7,1504,915,67,54,96.824417,64
5,1,1,2,1,8,1725,916,67,54,96.801544,89
5,1,1,2,1,9,1930,919,101,53,92.574356,240
5,1,1,2,1,10,2201,922,66,54,96.081055,65
5,1,1,2,1,11,2386,926,100,53,95.595062,268
5,1,1,2,1,12,2618,925,33,53,96.794189,3
5,1,1,2,1,13,2787,922,65,56,96.537651,61
5,1,1,2,1,14,2975,925,98,53,96.343384,129
5,1,1,2,1,15,3210,930,102,54,94.925621,382
5,1,1,2,1,16,3464,932,102,54,96.414925,804
5,1,1,2,1,17,3719,929,99,54,96.793106,472
5,1,1,2,1,18,3969,927,100,54,96.481972,890
5,1,1,2,1,19,4221,923,99,53,92.619576,402
5,1,1,2,1,20,4442,917,141,63,91.711807,"1,764"
5,1,1,2,1,21,4687,919,67,54,96.681496,28
5,1,1,2,1,22,4857,922,67,54,95.188484,38
5,1,1,2,1,23,5026,928,69,54,96.445473,40
3,1,1,3,0,0,42,978,5053,836,-1.0,
4,1,1,3,1,0,42,978,5052,75,-1.0,
5,1,1,3,1,1,42,982,171,63,67.802071,715
5,1,1,3,1,2,391,978,68,53,95.709015,23
5,1,1,3,1,3,644,978,37,51,96.960968,1
5,1,1,3,1,4,869,978,34,54,94.172882,3
5,1,1,3,1,5,1057,981,68,53,96.223259,16
5,1,1,3,1,6,1310,983,38,53,97.000832,4
5,1,1,3,1,7,1537,985,33,53,97.007133,1
5,1,1,3,1,8,1760,985,33,52,96.761314,3
5,1,1,3,1,9,1966,988,64,51,96.932655,16
5,1,1,3,1,10,2235,992,32,52,96.240555,9
5,1,1,3,1,11,2421,995,64,53,93.278908,16
5,1,1,3,1,12,2587,1025,64,7,92.237885,-
5,1,1,3,1,13,2820,993,32,53,96.938362,2
5,1,1,3,1,14,3040,996,34,51,96.956299,5
5,1,1,3,1,15,3244,1000,64,53,96.796204,41
5,1,1,3,1,16,3499,1001,66,52,96.66404,49
5,1,1,3,1,17,3754,1000,62,50,96.892632,55
5,1,1,3,1,18,4003,995,65,54,96.745697,66
5,1,1,3,1,19,4253,991,65,55,96.105904,24
5,1,1,3,1,20,4494,987,89,53,96.366791,145
5,1,1,3,1,21,4720,988,35,51,96.883606,4
5,1,1,3,1,22,4891,992,34,52,96.866661,4
5,1,1,3,1,23,5061,998,33,52,95.352242,3
4,1,1,3,2,0,144,1184,4949,77,-1.0,
5,1,1,3,2,1,144,1189,68,55,96.762329,37
5,1,1,3,2,2,388,1186,71,54,96.971733,50
5,1,1,3,2,3,643,1184,39,53,96.842796,4
5,1,1,3,2,4,869,1188,34,52,94.591805,5
5,1,1,3,2,5,1051,1188,73,55,96.187584,35
5,1,1,3,2,6,1279,1192,67,52,96.697655,34
5,1,1,3,2,7,1504,1192,65,53,96.501999,17
5,1,1,3,2,8,1724,1192,68,54,93.56163,20
5,1,1,3,2,9,1962,1193,65,55,96.951546,67
5,1,1,3,2,10,2201,1198,64,54,94.478836,26
5,1,1,3,2,11,2419,1202,65,53,91.461029,72
5,1,1,3,2,12,2585,1233,65,7,45.25518,--
5,1,1,3,2,13,2787,1201,65,52,96.761192,15
5,1,1,3,2,14,3004,1200,65,53,96.153351,31
5,1,1,3,2,15,3211,1207,101,54,96.770912,115
5,1,1,3,2,16,3465,1207,99,54,95.078728,195
5,1,1,3,2,17,3725,1205,90,54,96.768356,152
5,1,1,3,2,18,3967,1202,100,55,95.631027,230
5,1,1,3,2,19,4226,1198,90,53,87.058792,103
5,1,1,3,2,20,4484,1195,98,54,74.761848,4855
5,1,1,3,2,21,4721,1196,31,53,94.891846,6
5,1,1,3,2,22,4889,1201,35,53,93.280174,4
5,1,1,3,2,23,5027,1238,66,6,91.706123,-
4,1,1,3,3,0,146,1251,4949,79,-1.0,
5,1,1,3,3,1,146,1257,65,54,96.830856,61
5,1,1,3,3,2,390,1255,69,53,96.824295,60
5,1,1,3,3,3,646,1251,35,54,96.875435,8
5,1,1,3,3,4,837,1254,66,55,96.601616,10
5,1,1,3,3,5,1057,1257,64,54,95.792435,31
5,1,1,3,3,6,1281,1259,65,54,96.470558,19
5,1,1,3,3,7,1504,1262,64,51,95.48056,11
5,1,1,3,3,8,1724,1262,69,53,95.750542,28
5,1,1,3,3,9,1962,1263,68,52,96.904808,85
5,1,1,3,3,10,2201,1268,66,52,96.073685,33
5,1,1,3,3,11,2386,1271,100,52,96.559052,120
5,1,1,3,3,12,2618,1273,33,51,95.352921,2
5,1,1,3,3,13,2784,1270,66,53,96.743225,49
5,1,1,3,3,14,2973,1270,98,53,96.698639,156
5,1,1,3,3,15,3212,1276,99,53,96.273766,138
5,1,1,3,3,16,3464,1277,102,53,96.717186,284
5,1,1,3,3,17,3723,1274,87,53,96.124969,181
5,1,1,3,3,18,3967,1272,97,52,93.759697,335
5,1,1,3,3,19,4218,1266,91,53,78.972694,251
5,1,1,3,3,20,4484,1265,98,53,96.677956,767
5,1,1,3,3,21,4686,1266,63,52,96.672905,21
5,1,1,3,3,22,4858,1268,67,57,95.807373,32
5,1,1,3,3,23,5026,1275,69,54,96.690689,55
4,1,1,3,4,0,179,1322,4916,79,-1.0,
5,1,1,3,4,1,179,1326,34,53,97.022606,4
5,1,1,3,4,2,392,1323,63,55,95.812927,11
5,1,1,3,4,3,650,1322,28,53,96.247421,1
5,1,1,3,4,4,869,1323,32,54,96.943619,2
5,1,1,3,4,5,1091,1327,32,53,97.000023,1
5,1,1,3,4,6,1316,1329,29,52,96.767838,1
5,1,1,3,4,7,1538,1330,28,53,96.686707,1
5,1,1,3,4,8,1760,1331,29,52,96.933731,1
5,1,1,3,4,9,1996,1332,33,53,96.781227,5
5,1,1,3,4,10,2233,1336,33,53,96.872513,3
5,1,1,3,4,11,2452,1340,32,54,93.296677,7
5,1,1,3,4,12,2586,1372,65,7,93.03804,-
5,1,1,3,4,13,2818,1338,33,54,96.907982,3
5,1,1,3,4,14,3039,1340,32,53,97.021408,7
5,1,1,3,4,15,3277,1347,33,53,96.785622,9
5,1,1,3,4,16,3496,1345,68,56,96.014755,24
5,1,1,3,4,17,3755,1342,55,54,94.995125,11
5,1,1,3,4,18,4001,1340,64,53,96.326828,27
5,1,1,3,4,19,4258,1335,56,53,96.527344,14
5,1,1,3,4,20,4521,1332,64,54,96.603096,52
5,1,1,3,4,21,4720,1335,32,53,96.354431,1
5,1,1,3,4,22,4895,1342,24,52,96.651291,1
5,1,1,3,4,23,5059,1349,36,50,96.588997,4
4,1,1,3,5,0,177,1389,4915,80,-1.0,
5,1,1,3,5,1,177,1395,35,53,95.563759,5
5,1,1,3,5,2,391,1394,68,54,96.933968,10
5,1,1,3,5,3,646,1389,34,55,96.887749,3
5,1,1,3,5,4,867,1393,34,53,96.839996,3
5,1,1,3,5,5,1091,1396,32,52,97.020096,7
5,1,1,3,5,6,1312,1398,34,52,93.161392,8
5,1,1,3,5,7,1503,1430,65,7,92.852341,-
5,1,1,3,5,8,1760,1401,28,52,96.8778,1
5,1,1,3,5,9,1995,1403,32,51,96.925522,2
5,1,1,3,5,10,2232,1406,34,53,96.943535,4
5,1,1,3,5,11,2452,1408,32,53,93.296089,9
5,1,1,3,5,12,2584,1440,66,7,92.65593,-
5,1,1,3,5,13,2817,1408,33,53,96.628418,3
5,1,1,3,5,14,3038,1409,33,53,96.844193,5
5,1,1,3,5,15,3244,1414,65,54,96.972748,16
5,1,1,3,5,16,3496,1415,68,54,96.305908,34
5,1,1,3,5,17,3748,1412,65,53,95.581619,23
5,1,1,3,5,18,4000,1409,65,54,96.953751,43
5,1,1,3,5,19,4257,1405,60,52,96.884933,10
5,1,1,3,5,20,4519,1403,66,54,90.608124,76
5,1,1,3,5,21,4687,1436,66,5,83.833946,-
5,1,1,3,5,22,4857,1440,67,7,92.843086,-
5,1,1,3,5,23,5027,1446,65,7,92.568291,-
4,1,1,3,6,0,178,1454,4915,89,-1.0,
5,1,1,3,6,1,178,1464,34,54,96.839394,2
5,1,1,3,6,2,424,1463,33,52,93.290253,6
5,1,1,3,6,3,613,1490,65,7,92.65654,-
5,1,1,3,6,4,835,1493,66,6,91.871368,-
5,1,1,3,6,5,1089,1465,33,52,96.929199,2
5,1,1,3,6,6,1314,1467,29,52,96.526817,1
5,1,1,3,6,7,1536,1470,32,51,96.84024,2
5,1,1,3,6,8,1758,1470,32,50,96.86042,2
5,1,1,3,6,9,1994,1471,34,51,97.017487,8
5,1,1,3,6,10,2233,1477,33,52,96.810448,2
5,1,1,3,6,11,2452,1478,31,52,93.166489,6
5,1,1,3,6,12,2584,1510,66,7,92.058548,-
5,1,1,3,6,13,2817,1478,32,51,96.860954,5
5,1,1,3,6,14,3038,1477,32,53,96.627434,9
5,1,1,3,6,15,3277,1486,33,51,96.989006,8
5,1,1,3,6,16,3491,1454,73,89,94.555824,20
5,1,1,3,6,17,3783,1481,31,52,96.982468,8
5,1,1,3,6,18,3999,1478,67,53,96.266174,22
5,1,1,3,6,19,4258,1474,56,52,96.384338,17
5,1,1,3,6,20,4519,1473,64,53,89.848404,47
5,1,1,3,6,21,4688,1505,65,5,89.848404,-
5,1,1,3,6,22,4858,1510,66,6,92.566589,-
5,1,1,3,6,23,5027,1515,66,7,91.363838,-
4,1,1,3,7,0,178,1531,4915,75,-1.0,
5,1,1,3,7,1,178,1534,34,53,96.910835,2
5,1,1,3,7,2,424,1531,34,54,91.852089,5
5,1,1,3,7,3,613,1559,66,8,91.852089,-
5,1,1,3,7,4,835,1562,65,6,92.409744,-
5,1,1,3,7,5,1058,1565,64,6,92.604263,-
5,1,1,3,7,6,1280,1566,65,7,92.339409,-
5,1,1,3,7,7,1535,1536,33,54,96.984421,1
5,1,1,3,7,8,1760,1539,29,51,96.509003,1
5,1,1,3,7,9,1996,1540,32,52,96.603844,3
5,1,1,3,7,10,2235,1547,29,51,96.669655,1
5,1,1,3,7,11,2452,1548,32,52,93.297386,2
5,1,1,3,7,12,2585,1579,65,7,92.415405,-
5,1,1,3,7,13,2818,1546,31,54,96.990044,1
5,1,1,3,7,14,3037,1545,33,53,96.853516,3
5,1,1,3,7,15,3275,1553,35,53,97.015503,4
5,1,1,3,7,16,3530,1554,33,52,96.384987,9
5,1,1,3,7,17,3781,1551,31,52,97.008438,7
5,1,1,3,7,18,4006,1547,59,53,96.938156,14
5,1,1,3,7,19,4284,1542,33,53,96.761681,6
5,1,1,3,7,20,4518,1542,65,56,92.31443,27
5,1,1,3,7,21,4688,1574,65,6,92.31443,-
5,1,1,3,7,22,4859,1579,64,6,92.5979,-
5,1,1,3,7,23,5027,1585,66,6,92.351913,-
4,1,1,3,8,0,143,1736,4949,78,-1.0,
5,1,1,3,8,1,143,1740,68,56,96.558746,35
5,1,1,3,8,2,387,1737,68,56,95.520554,82
5,1,1,3,8,3,612,1736,65,54,96.435738,27
5,1,1,3,8,4,834,1737,68,54,96.902184,60
5,1,1,3,8,5,1054,1739,68,55,96.433914,36
5,1,1,3,8,6,1278,1741,67,55,96.3564,36
5,1,1,3,8,7,1501,1744,67,53,96.514481,55
5,1,1,3,8,8,1722,1744,68,53,96.287148,55
5,1,1,3,8,9,1927,1745,100,54,96.25238,165
5,1,1,3,8,10,2197,1750,68,55,96.663948,58
5,1,1,3,8,11,2417,1753,65,55,96.616714,89
5,1,1,3,8,12,2583,1753,66,55,96.849037,25
5,1,1,3,8,13,2750,1752,96,55,96.49865,101
5,1,1,3,8,14,2968,1752,101,54,96.49865,209
5,1,1,3,8,15,3207,1760,101,54,95.447273,209
5,1,1,3,8,16,3461,1760,101,54,96.641998,390
5,1,1,3,8,17,3713,1759,93,55,95.469849,261
5,1,1,3,8,18,3963,1754,102,54,96.597878,426
5,1,1,3,8,19,4217,1750,98,55,92.97123,434
5,1,1,3,8,20,4438,1747,137,65,87.878639,"1,121"
5,1,1,3,8,21,4687,1749,65,56,96.86039,16
5,1,1,3,8,22,4855,1754,68,56,96.707428,29
5,1,1,3,8,23,5028,1759,64,53,96.746994,12
3,1,1,4,0,0,112,1804,4980,2674,-1.0,
4,1,1,4,1,0,112,1804,4980,91,-1.0,
5,1,1,4,1,1,112,1810,99,58,96.798866,149
5,1,1,4,1,2,352,1808,103,54,95.416977,267
5,1,1,4,1,3,611,1804,68,54,96.102722,97
5,1,1,4,1,4,799,1806,101,54,96.348183,183
5,1,1,4,1,5,1022,1810,100,61,96.658737,163
5,1,1,4,1,6,1245,1811,98,53,95.822876,151
5,1,1,4,1,7,1469,1812,99,53,96.896034,187
5,1,1,4,1,8,1688,1813,102,54,96.613297,225
5,1,1,4,1,9,1927,1814,99,53,96.705063,792
5,1,1,4,1,10,2163,1818,102,56,96.341339,125
5,1,1,4,1,11,2383,1822,99,55,95.997726,476
5,1,1,4,1,12,2616,1824,32,52,96.589668,6
5,1,1,4,1,13,2749,1821,100,55,96.393524,114
5,1,1,4,1,14,2968,1822,101,52,94.580666,279
5,1,1,4,1,15,3207,1829,103,54,93.303436,630
5,1,1,4,1,16,3413,1830,149,65,92.307297,"1,330"
5,1,1,4,1,17,3714,1830,96,54,93.057037,735
5,1,1,4,1,18,3920,1824,143,65,92.406448,"1,424"
5,1,1,4,1,19,4174,1820,138,65,91.497704,"1,254"
5,1,1,4,1,20,4432,1818,150,64,88.757622,"3,413"
5,1,1,4,1,21,4688,1821,64,53,96.775505,16
5,1,1,4,1,22,4854,1825,69,53,96.808304,45
5,1,1,4,1,23,5025,1828,67,53,96.995392,46
4,1,1,4,2,0,177,1877,4914,75,-1.0,
5,1,1,4,2,1,177,1879,34,54,97.01931,8
5,1,1,4,2,2,388,1877,65,54,93.264046,11
5,1,1,4,2,3,614,1905,64,7,92.215088,-
5,1,1,4,2,4,834,1907,65,6,92.215088,-
5,1,1,4,2,5,1054,1878,69,53,95.832611,10
5,1,1,4,2,6,1312,1881,32,52,97.0037,7
5,1,1,4,2,7,1532,1881,36,52,96.828156,4
5,1,1,4,2,8,1756,1882,32,52,97.006126,4
5,1,1,4,2,9,1961,1883,65,53,96.951447,19
5,1,1,4,2,10,2230,1889,33,53,96.605721,5
5,1,1,4,2,11,2416,1892,66,54,92.064499,32
5,1,1,4,2,12,2583,1923,64,7,92.064499,-
5,1,1,4,2,13,2816,1892,32,52,96.709465,6
5,1,1,4,2,14,3004,1891,65,53,96.610992,15
5,1,1,4,2,15,3241,1900,64,52,95.767677,27
5,1,1,4,2,16,3494,1899,68,53,96.951057,60
5,1,1,4,2,17,3745,1899,67,52,96.852196,30
5,1,1,4,2,18,3998,1894,65,53,96.87014,63
5,1,1,4,2,19,4248,1890,65,53,96.655647,34
5,1,1,4,2,20,4490,1888,91,54,89.405937,127
5,1,1,4,2,21,4686,1921,66,7,89.405937,-
5,1,1,4,2,22,4856,1927,66,5,92.968407,-
5,1,1,4,2,23,5025,1929,66,6,92.872681,-
4,1,1,4,3,0,177,1943,4913,90,-1.0,
5,1,1,4,3,1,177,1949,33,55,97.020607,7
5,1,1,4,3,2,388,1946,68,55,96.987091,10
5,1,1,4,3,3,647,1943,29,52,96.781799,1
5,1,1,4,3,4,867,1944,32,52,97.009392,6
5,1,1,4,3,5,1090,1948,29,51,96.737511,1
5,1,1,4,3,6,1310,1949,34,53,96.825478,3
5,1,1,4,3,7,1533,1951,32,52,96.84156,2
5,1,1,4,3,8,1755,1951,34,52,97.017395,4
5,1,1,4,3,9,1961,1952,64,53,96.838707,16
5,1,1,4,3,10,2233,1958,30,53,96.675682,1
5,1,1,4,3,11,2417,1962,65,53,92.990501,10
5,1,1,4,3,12,2582,1992,64,7,92.654259,-
5,1,1,4,3,13,2781,1991,65,7,92.34153,-
5,1,1,4,3,14,3001,1991,65,6,92.744156,-
5,1,1,4,3,15,3242,1970,64,51,96.452209,11
5,1,1,4,3,16,3489,1944,72,89,96.123039,28
5,1,1,4,3,17,3745,1967,66,54,95.792099,29
5,1,1,4,3,18,3998,1963,65,53,96.206337,42
5,1,1,4,3,19,4247,1958,66,55,96.391403,22
5,1,1,4,3,20,4515,1958,66,54,93.259933,93
5,1,1,4,3,21,4686,1990,65,6,92.997871,-
5,1,1,4,3,22,4856,1995,65,7,92.684471,-
5,1,1,4,3,23,5025,1998,65,6,92.684471,-
4,1,1,4,4,0,145,2013,4945,89,-1.0,
5,1,1,4,4,1,145,2019,65,54,96.64566,15
5,1,1,4,4,2,386,2014,68,56,93.304634,24
