level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,1,1,23,3,579,2162,100,53,69.587143,518
5,1,1,1,23,4,853,2166,64,52,96.892387,16
5,1,1,1,23,5,1074,2167,66,53,93.301865,13
5,1,1,1,23,6,1278,2200,64,5,92.964615,-
5,1,1,1,23,7,1498,2168,34,52,96.510071,4
5,1,1,1,23,8,1688,2169,32,53,93.120667,5
5,1,1,1,23,9,1826,2205,64,5,93.088135,-
5,1,1,1,23,10,2082,2174,30,52,96.834061,7
5,1,1,1,23,11,2238,2177,63,54,92.965096,16
5,1,1,1,23,12,2425,2211,64,5,91.586411,-
5,1,1,1,23,13,2664,2180,67,53,96.490524,37
5,1,1,1,23,14,2887,2183,66,52,96.857468,77
5,1,1,1,23,15,3111,2187,65,51,96.549545,12
5,1,1,1,23,16,3335,2188,63,52,96.677704,16
5,1,1,1,23,17,3525,2189,64,52,93.303818,13
5,1,1,1,23,18,3663,2222,65,5,92.849449,-
5,1,1,1,23,19,3802,2224,64,5,92.849449,-
5,1,1,1,23,20,3960,2219,64,9,92.805481,-
5,1,1,1,23,21,4111,2189,55,19,79.57135,-
4,1,1,1,24,0,134,2225,4032,86,-1.0,
5,1,1,1,24,1,134,2225,66,52,95.96714,21
5,1,1,1,24,2,371,2225,68,55,96.972672,46
5,1,1,1,24,3,612,2230,67,55,95.983994,23
5,1,1,1,24,4,885,2235,33,51,96.055504,2
5,1,1,1,24,5,1106,2237,33,52,93.299156,8
5,1,1,1,24,6,1278,2269,65,4,92.944359,-
5,1,1,1,24,7,1498,2237,33,53,96.474312,1
5,1,1,1,24,8,1689,2238,26,51,93.273041,1
5,1,1,1,24,9,1825,2274,65,5,92.821968,-
5,1,1,1,24,10,2083,2242,28,52,97.003929,1
5,1,1,1,24,11,2270,2246,31,54,93.281792,1
5,1,1,1,24,12,2425,2280,64,5,89.832443,-
5,1,1,1,24,13,2664,2250,64,52,96.713631,21
5,1,1,1,24,14,2886,2252,68,53,96.442284,52
5,1,1,1,24,15,3109,2255,68,52,96.278458,23
5,1,1,1,24,16,3369,2257,29,51,96.984009,1
5,1,1,1,24,17,3558,2259,31,52,93.265228,6
5,1,1,1,24,18,3664,2290,60,5,92.667557,-
5,1,1,1,24,19,3806,2293,60,5,92.607979,-
5,1,1,1,24,20,3959,2288,65,9,91.683113,-
5,1,1,1,24,21,4110,2258,56,19,74.713837,”
4,1,1,1,25,0,134,2295,4032,85,-1.0,
5,1,1,1,25,1,134,2295,68,51,94.210144,33
5,1,1,1,25,2,374,2296,66,53,97.011284,65
5,1,1,1,25,3,611,2301,68,53,95.711716,29
5,1,1,1,25,4,886,2305,29,50,96.984848,1
5,1,1,1,25,5,1074,2305,66,52,96.83802,12
5,1,1,1,25,6,1281,2308,64,51,95.664146,10
5,1,1,1,25,7,1500,2306,31,53,96.459953,9
5,1,1,1,25,8,1687,2307,33,52,96.412819,5
5,1,1,1,25,9,1860,2312,29,52,95.245453,1
5,1,1,1,25,10,2082,2315,30,50,96.495285,2
5,1,1,1,25,11,2238,2316,63,55,96.060295,10
5,1,1,1,25,12,2457,2319,33,50,96.912514,2
5,1,1,1,25,13,2663,2321,68,51,95.960938,23
5,1,1,1,25,14,2887,2322,67,51,96.206741,62
5,1,1,1,25,15,3109,2325,67,52,96.781067,36
5,1,1,1,25,16,3335,2327,61,52,96.777336,11
5,1,1,1,25,17,3523,2329,66,51,93.282135,13
5,1,1,1,25,18,3665,2360,63,5,92.819313,-
5,1,1,1,25,19,3802,2363,65,4,93.122879,-
5,1,1,1,25,20,3959,2357,64,10,91.652115,-
5,1,1,1,25,21,4111,2327,55,20,33.176262,-
4,1,1,1,26,0,167,2364,3998,80,-1.0,
5,1,1,1,26,1,167,2365,32,51,97.0186,7
5,1,1,1,26,2,374,2364,66,53,95.908791,13
5,1,1,1,26,3,614,2401,64,6,90.603607,-
5,1,1,1,26,4,885,2372,32,53,96.776535,3
5,1,1,1,26,5,1107,2375,32,52,93.295113,4
5,1,1,1,26,6,1279,2407,64,5,93.130096,-
5,1,1,1,26,7,1500,2375,27,52,96.488541,1
5,1,1,1,26,8,1687,2376,34,52,93.252609,2
5,1,1,1,26,9,1825,2412,64,5,92.70713,-
5,1,1,1,26,10,2049,2412,63,5,92.743538,-
5,1,1,1,26,11,2237,2416,63,6,93.096741,-
5,1,1,1,26,12,2425,2418,64,5,92.798393,-
5,1,1,1,26,13,2699,2388,31,52,96.223907,9
5,1,1,1,26,14,2888,2391,65,53,96.858986,15
5,1,1,1,26,15,3111,2426,65,4,90.713104,-
5,1,1,1,26,16,3335,2428,63,4,88.087952,-
5,1,1,1,26,17,3524,2429,65,5,92.878784,-
5,1,1,1,26,18,3665,2430,64,4,92.298637,-
5,1,1,1,26,19,3802,2433,65,4,91.7799,-
5,1,1,1,26,20,3959,2427,65,10,92.787178,-
5,1,1,1,26,21,4112,2396,53,19,12.882607,”
4,1,1,1,27,0,131,2415,4035,103,-1.0,
5,1,1,1,27,1,131,2415,71,84,95.777626,24
5,1,1,1,27,2,371,2435,69,51,96.276154,42
5,1,1,1,27,3,578,2439,101,52,71.160782,8225
5,1,1,1,27,4,886,2442,29,51,97.00499,1
5,1,1,1,27,5,1073,2475,65,6,92.504158,-
5,1,1,1,27,6,1278,2476,64,5,92.75087,-
5,1,1,1,27,7,1499,2444,32,51,96.913513,2
5,1,1,1,27,8,1687,2446,34,51,95.828522,3
5,1,1,1,27,9,1859,2450,29,51,96.558685,1
5,1,1,1,27,10,2049,2480,63,6,92.06163,-
5,1,1,1,27,11,2239,2486,61,5,92.56469,-
5,1,1,1,27,12,2425,2487,64,5,92.760399,-
5,1,1,1,27,13,2664,2457,66,52,96.319366,23
5,1,1,1,27,14,2885,2460,68,52,96.339561,39
5,1,1,1,27,15,3110,2463,67,52,96.766953,18
5,1,1,1,27,16,3367,2470,31,47,96.953484,2
5,1,1,1,27,17,3557,2467,30,51,93.165222,7
5,1,1,1,27,18,3663,2498,65,5,92.62561,-
5,1,1,1,27,19,3803,2502,63,4,92.125671,-
5,1,1,1,27,20,3959,2496,65,9,90.895142,-
5,1,1,1,27,21,4112,2465,54,19,64.469887,”
4,1,1,1,28,0,101,2502,4065,89,-1.0,
5,1,1,1,28,1,101,2502,101,53,42.996822,710
5,1,1,1,28,2,340,2502,101,54,66.631241,37213
5,1,1,1,28,3,648,2508,27,53,96.944664,1
5,1,1,1,28,4,852,2543,64,5,90.112396,-
5,1,1,1,28,5,1075,2544,63,6,87.729706,-
5,1,1,1,28,6,1311,2513,33,54,96.669533,5
5,1,1,1,28,7,1501,2513,27,53,96.673721,1
5,1,1,1,28,8,1690,2512,29,53,93.28434,1
5,1,1,1,28,9,1825,2549,64,6,92.878723,-
5,1,1,1,28,10,2085,2518,27,54,96.637444,1
5,1,1,1,28,11,2271,2522,29,54,96.999306,1
5,1,1,1,28,12,2458,2525,33,53,96.25647,3
5,1,1,1,28,13,2698,2527,30,52,97.023567,7
5,1,1,1,28,14,2921,2531,34,52,96.883179,8
5,1,1,1,28,15,3143,2533,34,52,96.652908,3
5,1,1,1,28,16,3334,2566,59,5,89.904068,-
5,1,1,1,28,17,3525,2568,64,4,92.608147,-
5,1,1,1,28,18,3664,2568,65,5,92.729324,-
5,1,1,1,28,19,3839,2540,26,51,96.84333,1
5,1,1,1,28,20,3997,2535,23,52,86.284042,1
5,1,1,1,28,21,4110,2534,56,20,5.390732,-”
4,1,1,1,29,0,135,2691,4029,86,-1.0,
5,1,1,1,29,1,135,2692,65,51,96.786736,67
5,1,1,1,29,2,340,2691,99,52,96.231239,297
5,1,1,1,29,3,580,2696,100,54,95.973465,130
5,1,1,1,29,4,850,2700,68,52,94.142799,29
5,1,1,1,29,5,1072,2700,66,54,96.79966,87
5,1,1,1,29,6,1277,2701,66,53,96.742699,65
5,1,1,1,29,7,1466,2702,63,52,95.579819,11
5,1,1,1,29,8,1655,2702,65,52,96.359184,12
5,1,1,1,29,9,1859,2708,32,52,96.785606,6
5,1,1,1,29,10,2046,2707,65,53,96.820427,18
5,1,1,1,29,11,2235,2711,64,52,96.158531,47
5,1,1,1,29,12,2422,2712,67,54,96.572533,39
5,1,1,1,29,13,2663,2716,65,52,96.436783,67
5,1,1,1,29,14,2851,2718,102,55,96.404739,325
5,1,1,1,29,15,3078,2720,99,54,96.46669,150
5,1,1,1,29,16,3331,2723,66,52,96.724426,38
5,1,1,1,29,17,3523,2724,66,53,96.062805,75
5,1,1,1,29,18,3664,2725,65,52,93.135437,14
5,1,1,1,29,19,3803,2761,64,5,92.741493,-
5,1,1,1,29,20,3960,2754,64,11,90.49778,-
5,1,1,1,29,21,4111,2725,53,17,62.096184,-
4,1,1,1,30,0,102,2759,4064,87,-1.0,
5,1,1,1,30,1,102,2760,100,52,96.236237,119
5,1,1,1,30,2,341,2759,99,53,90.607071,206
5,1,1,1,30,3,613,2766,67,53,96.806801,68
5,1,1,1,30,4,884,2769,33,52,96.49469,9
5,1,1,1,30,5,1075,2770,64,53,96.924377,13
5,1,1,1,30,6,1310,2771,33,52,96.864258,3
5,1,1,1,30,7,1500,2771,31,51,94.731636,9
5,1,1,1,30,8,1688,2771,32,52,96.849976,7
5,1,1,1,30,9,1860,2777,27,51,96.285965,1
5,1,1,1,30,10,2047,2776,64,51,96.461456,22
5,1,1,1,30,11,2238,2780,62,53,96.071892,17
5,1,1,1,30,12,2425,2782,66,52,96.969711,15
5,1,1,1,30,13,2663,2784,66,52,96.762077,97
5,1,1,1,30,14,2854,2787,99,53,96.31916,195
5,1,1,1,30,15,3108,2789,68,53,96.995796,55
5,1,1,1,30,16,3333,2792,64,52,95.236656,30
5,1,1,1,30,17,3524,2794,65,52,96.40155,27
5,1,1,1,30,18,3699,2794,26,51,92.198418,1
5,1,1,1,30,19,3803,2830,64,4,92.198418,-
5,1,1,1,30,20,3960,2823,64,10,90.579338,-
5,1,1,1,30,21,4111,2793,55,19,52.740952,-
4,1,1,1,31,0,135,2828,4031,128,-1.0,
5,1,1,1,31,1,135,2829,67,53,96.808624,15
5,1,1,1,31,2,374,2828,66,54,96.37207,34
5,1,1,1,31,3,612,2835,67,53,96.327148,27
5,1,1,1,31,4,853,2837,66,52,96.389374,10
5,1,1,1,31,5,1075,2839,64,52,96.726303,14
5,1,1,1,31,6,1278,2839,66,53,96.409805,10
5,1,1,1,31,7,1498,2839,33,52,96.837029,3
5,1,1,1,31,8,1687,2843,32,49,93.303757,2
5,1,1,1,31,9,1827,2876,62,4,91.727318,-
5,1,1,1,31,10,2079,2844,32,53,96.308731,4
5,1,1,1,31,11,2238,2849,62,53,95.993065,10
5,1,1,1,31,12,2457,2854,32,49,96.828926,2
5,1,1,1,31,13,2664,2853,67,52,96.345863,18
5,1,1,1,31,14,2885,2857,67,52,96.628494,36
5,1,1,1,31,15,3109,2858,67,53,96.21788,35
5,1,1,1,31,16,3335,2861,62,51,96.438225,14
5,1,1,1,31,17,3523,2862,66,52,96.550804,26
5,1,1,1,31,18,3662,2862,67,52,92.258659,22
5,1,1,1,31,19,3803,2899,63,4,92.258659,-
5,1,1,1,31,20,3960,2892,64,10,91.92659,-
5,1,1,1,31,21,4111,2863,55,93,76.757446,5
4,1,1,1,32,0,134,2897,4030,129,-1.0,
5,1,1,1,32,1,134,2898,68,52,96.474335,24
5,1,1,1,32,2,373,2897,67,53,96.937805,60
5,1,1,1,32,3,611,2905,68,52,96.973625,50
5,1,1,1,32,4,884,2904,33,54,97.013268,7
5,1,1,1,32,5,1107,2907,31,52,96.760086,2
5,1,1,1,32,6,1311,2910,31,50,93.276382,6
5,1,1,1,32,7,1465,2939,65,5,92.34053,-
5,1,1,1,32,8,1654,2939,65,5,91.774139,-
5,1,1,1,32,9,1858,2914,32,50,96.371307,2
5,1,1,1,32,10,2083,2916,23,49,96.677223,1
5,1,1,1,32,11,2270,2919,30,50,96.908447,2
5,1,1,1,32,12,2457,2922,33,50,97.022331,8
5,1,1,1,32,13,2662,2922,68,52,96.194221,30
5,1,1,1,32,14,2886,2927,67,51,96.774277,60
5,1,1,1,32,15,3107,2927,68,52,97.018951,46
5,1,1,1,32,16,3367,2932,30,49,94.609077,9
5,1,1,1,32,17,3522,2932,67,51,94.940063,32
5,1,1,1,32,18,3661,2932,68,52,95.325668,26
5,1,1,1,32,19,3837,2937,27,51,96.455498,1
5,1,1,1,32,20,3995,2930,27,52,96.455498,1
5,1,1,1,32,21,4141,2971,23,55,88.119469,1
4,1,1,1,33,0,135,2966,3890,90,-1.0,
5,1,1,1,33,1,135,2967,66,52,96.934074,17
5,1,1,1,33,2,375,2966,66,53,96.310425,18
5,1,1,1,33,3,647,2974,32,52,94.242325,9
5,1,1,1,33,4,852,3006,63,5,91.677971,-
5,1,1,1,33,5,1074,3008,64,6,92.432968,-
5,1,1,1,33,6,1278,3008,64,6,92.029724,-
5,1,1,1,33,7,1466,3008,65,5,92.029724,-
5,1,1,1,33,8,1688,2978,28,51,93.242813,1
5,1,1,1,33,9,1825,3013,62,5,93.019325,-
5,1,1,1,33,10,2048,3014,62,5,91.822792,-
5,1,1,1,33,11,2237,3018,63,5,92.509827,-
5,1,1,1,33,12,2458,2990,29,51,97.001747,1
5,1,1,1,33,13,2665,2992,64,52,96.924629,17
5,1,1,1,33,14,2887,2995,65,52,96.899605,17
5,1,1,1,33,15,3142,2997,34,51,96.794685,8
5,1,1,1,33,16,3366,2998,31,52,97.006149,4
5,1,1,1,33,17,3558,3000,31,52,96.580841,3
5,1,1,1,33,18,3696,3001,32,52,96.738312,4
5,1,1,1,33,19,3834,3006,34,50,96.370995,2
5,1,1,1,33,20,3994,3000,31,51,96.420052,2
4,1,1,1,34,0,102,3147,4063,85,-1.0,
5,1,1,1,34,1,102,3147,98,52,96.045158,186
5,1,1,1,34,2,339,3147,101,54,94.718903,383
5,1,1,1,34,3,581,3151,97,54,66.435349,194
5,1,1,1,34,4,850,3154,67,53,96.843964,47
5,1,1,1,34,5,1074,3156,65,55,96.276855,62
5,1,1,1,34,6,1275,3156,68,53,96.183212,40
5,1,1,1,34,7,1465,3157,67,53,96.551361,60
5,1,1,1,34,8,1652,3157,66,52,96.054657,27
5,1,1,1,34,9,1859,3162,30,50,96.618301,6
5,1,1,1,34,10,2046,3163,64,51,94.799026,23
5,1,1,1,34,11,2269,3167,31,51,96.541222,9
5,1,1,1,34,12,2422,3169,69,52,96.910271,30
5,1,1,1,34,13,2630,3170,100,53,96.103081,150
5,1,1,1,34,14,2849,3166,102,53,95.761627,409
5,1,1,1,34,15,3077,3175,99,54,95.942795,198
5,1,1,1,34,16,3332,3177,65,54,96.340271,60
5,1,1,1,34,17,3522,3180,66,52,96.340271,74
5,1,1,1,34,18,3661,3181,69,51,93.096489,40
5,1,1,1,34,19,3802,3217,64,4,92.660965,-
5,1,1,1,34,20,3961,3208,63,10,0.0,-
4,1,1,1,35,0,135,3217,4030,82,-1.0,
5,1,1,1,35,1,135,3217,66,53,96.508507,12
5,1,1,1,35,2,372,3217,67,52,96.614113,52
5,1,1,1,35,3,611,3221,68,53,96.606819,25
5,1,1,1,35,4,853,3224,63,52,96.706001,17
5,1,1,1,35,5,1074,3225,63,52,93.3013,11
5,1,1,1,35,6,1278,3257,63,5,93.008469,-
5,1,1,1,35,7,1498,3226,32,51,96.694733,3
5,1,1,1,35,8,1688,3226,28,50,96.471313,1
5,1,1,1,35,9,1859,3230,27,51,96.564774,1
5,1,1,1,35,10,2051,3232,59,50,96.740753,16
5,1,1,1,35,11,2235,3236,65,52,96.019554,20
5,1,1,1,35,12,2456,3239,33,50,96.893326,5
5,1,1,1,35,13,2665,3240,64,51,96.941383,10
5,1,1,1,35,14,2884,3237,67,51,96.813171,42
5,1,1,1,35,15,3110,3246,65,50,96.327789,19
5,1,1,1,35,16,3365,3248,31,50,96.967865,4
5,1,1,1,35,17,3558,3249,31,50,93.297478,7
5,1,1,1,35,18,3664,3281,63,4,92.477142,-
5,1,1,1,35,19,3802,3285,65,4,92.363922,-
5,1,1,1,35,20,3959,3278,65,9,93.114952,-
5,1,1,1,35,21,4109,3250,56,18,46.311729,7”
4,1,1,1,36,0,135,3284,4029,85,-1.0,
5,1,1,1,36,1,135,3285,65,53,96.050919,16
5,1,1,1,36,2,372,3284,68,55,95.932434,23
5,1,1,1,36,3,645,3291,33,53,96.925674,5
5,1,1,1,36,4,852,3323,64,7,89.360008,-
5,1,1,1,36,5,1074,3325,63,5,92.707619,-
5,1,1,1,36,6,1278,3326,63,5,92.306915,-
5,1,1,1,36,7,1501,3295,28,51,97.001717,1
5,1,1,1,36,8,1686,3295,33,50,93.29686,2
5,1,1,1,36,9,1825,3329,65,5,91.200317,-
5,1,1,1,36,10,2047,3331,63,5,91.266846,-
5,1,1,1,36,11,2236,3336,62,4,92.184509,-
5,1,1,1,36,12,2424,3338,64,4,92.184509,-
5,1,1,1,36,13,2663,3309,65,51,96.861687,15
5,1,1,1,36,14,2885,3304,61,52,96.511673,21
5,1,1,1,36,15,3143,3312,33,53,96.873055,5
5,1,1,1,36,16,3367,3317,30,50,97.019051,6
5,1,1,1,36,17,3558,3317,31,52,93.278015,9
5,1,1,1,36,18,3663,3350,65,4,92.969269,-
5,1,1,1,36,19,3803,3354,63,4,91.299332,-
5,1,1,1,36,20,3960,3346,63,10,91.223129,-
5,1,1,1,36,21,4108,3319,56,18,39.805077,”
4,1,1,1,37,0,135,3354,4029,82,-1.0,
5,1,1,1,37,1,135,3354,64,51,96.980225,12
5,1,1,1,37,2,372,3355,67,52,96.296974,25
5,1,1,1,37,3,646,3360,31,50,97.013992,6
5,1,1,1,37,4,885,3361,32,52,96.874771,5
5,1,1,1,37,5,1106,3363,32,51,97.022652,7
5,1,1,1,37,6,1310,3365,32,49,97.004898,4
5,1,1,1,37,7,1498,3363,33,52,96.922134,2
5,1,1,1,37,8,1687,3362,31,50,93.303864,2
5,1,1,1,37,9,1825,3397,64,4,92.81115,-
5,1,1,1,37,10,2052,3399,57,5,91.304779,-
5,1,1,1,37,11,2236,3403,62,5,92.525024,-
5,1,1,1,37,12,2423,3406,64,5,92.047821,-
5,1,1,1,37,13,2664,3376,64,52,96.611794,15
5,1,1,1,37,14,2883,3372,70,52,95.772491,30
5,1,1,1,37,15,3112,3383,64,50,96.962914,10
5,1,1,1,37,16,3333,3383,63,52,95.20298,10
5,1,1,1,37,17,3523,3384,63,52,95.704079,11
5,1,1,1,37,18,3696,3388,32,48,93.232368,2
5,1,1,1,37,19,3802,3422,64,4,92.969154,-
5,1,1,1,37,20,3959,3414,64,10,92.662613,-
5,1,1,1,37,21,4108,3388,56,17,91.203743,-
4,1,1,1,38,0,102,3524,4063,84,-1.0,
5,1,1,1,38,1,102,3524,98,53,96.865982,109
5,1,1,1,38,2,341,3525,97,53,96.425491,194
5,1,1,1,38,3,580,3530,99,52,96.501701,168
5,1,1,1,38,4,852,3531,66,54,96.89859,78
5,1,1,1,38,5,1072,3533,67,54,95.725212,55
5,1,1,1,38,6,1276,3533,68,53,96.225441,48
5,1,1,1,38,7,1498,3535,33,52,96.71106,5
5,1,1,1,38,8,1654,3532,62,52,93.272514,11
5,1,1,1,38,9,1825,3568,64,4,92.834724,-
5,1,1,1,38,10,2046,3537,65,53,95.440125,80
5,1,1,1,38,11,2202,3541,98,54,96.455933,106
5,1,1,1,38,12,2421,3545,68,53,96.192589,98
5,1,1,1,38,13,2630,3546,98,54,96.222954,102
5,1,1,1,38,14,2853,3543,98,53,96.211868,132
5,1,1,1,38,15,3076,3552,100,52,96.234146,118
5,1,1,1,38,16,3331,3554,65,54,95.857285,50
5,1,1,1,38,17,3521,3555,68,52,93.300674,32
5,1,1,1,38,18,3661,3587,67,7,92.432564,-
5,1,1,1,38,19,3802,3592,64,4,92.934532,-
5,1,1,1,38,20,3960,3585,63,9,92.101219,-
5,1,1,1,38,21,4109,3560,56,17,88.925789,-
4,1,1,1,39,0,132,3594,4032,82,-1.0,
5,1,1,1,39,1,132,3594,67,53,96.724983,46
5,1,1,1,39,2,372,3595,66,52,96.974754,57
5,1,1,1,39,3,613,3598,66,52,97.01638,65
5,1,1,1,39,4,850,3600,67,52,96.9608,59
5,1,1,1,39,5,1072,3602,67,53,95.747162,78
5,1,1,1,39,6,1277,3604,67,51,96.547462,88
5,1,1,1,39,7,1466,3602,61,52,96.419212,11
5,1,1,1,39,8,1655,3603,65,50,96.544106,10
5,1,1,1,39,9,1858,3605,31,50,96.382858,2
5,1,1,1,39,10,2046,3607,63,51,95.962814,51
5,1,1,1,39,11,2235,3610,63,51,96.033195,71
5,1,1,1,39,12,2421,3614,68,53,96.65271,98
5,1,1,1,39,13,2662,3616,67,51,96.859283,43
5,1,1,1,39,14,2884,3612,67,52,96.746834,54
5,1,1,1,39,15,3108,3621,68,52,95.722992,53
5,1,1,1,39,16,3332,3624,64,50,96.562805,30
5,1,1,1,39,17,3521,3624,68,52,95.018715,31
5,1,1,1,39,18,3661,3624,67,52,93.048096,34
5,1,1,1,39,19,3803,3660,63,4,92.525864,-
5,1,1,1,39,20,3961,3654,61,8,92.965034,-
5,1,1,1,39,21,4108,3629,56,16,88.922829,-
4,1,1,1,40,0,133,3663,4032,80,-1.0,
5,1,1,1,40,1,133,3663,66,53,96.943115,56
5,1,1,1,40,2,340,3663,95,52,94.381569,101
5,1,1,1,40,3,612,3666,66,52,96.999954,69
5,1,1,1,40,4,850,3670,64,51,96.156227,31
5,1,1,1,40,5,1072,3669,65,53,96.819832,24
5,1,1,1,40,6,1277,3671,66,52,96.759651,24
5,1,1,1,40,7,1466,3672,65,51,96.294922,10
5,1,1,1,40,8,1686,3670,32,51,93.295959,3
5,1,1,1,40,9,1826,3705,63,5,90.945663,-
5,1,1,1,40,10,2080,3675,30,51,95.985939,7
5,1,1,1,40,11,2236,3679,64,52,96.970078,16
5,1,1,1,40,12,2456,3681,31,52,96.744415,9
5,1,1,1,40,13,2661,3684,68,51,96.60891,70
5,1,1,1,40,14,2851,3681,99,51,85.942543,106
5,1,1,1,40,15,3108,3688,67,52,96.955177,84
5,1,1,1,40,16,3333,3692,63,50,96.881798,19
5,1,1,1,40,17,3524,3692,65,51,96.372047,16
5,1,1,1,40,18,3698,3694,27,49,93.034866,1
5,1,1,1,40,19,3802,3729,63,3,92.517838,-
5,1,1,1,40,20,3959,3722,63,8,91.837715,-
5,1,1,1,40,21,4109,3697,56,17,88.351196,-
4,1,1,1,41,0,133,3730,4032,83,-1.0,
5,1,1,1,41,1,133,3732,66,52,96.873642,74
5,1,1,1,41,2,371,3730,68,53,96.928841,93
5,1,1,1,41,3,611,3735,67,53,96.586823,37
5,1,1,1,41,4,851,3737,66,52,96.180801,24
5,1,1,1,41,5,1071,3738,68,54,95.409401,34
5,1,1,1,41,6,1276,3739,67,52,96.366112,29
5,1,1,1,41,7,1500,3738,30,53,97.013458,4
5,1,1,1,41,8,1686,3739,33,51,93.300163,5
5,1,1,1,41,9,1826,3773,64,4,92.650841,-
5,1,1,1,41,10,2047,3742,64,52,96.355263,22
5,1,1,1,41,11,2235,3748,62,51,96.485474,27
5,1,1,1,41,12,2422,3751,66,52,94.296051,26
5,1,1,1,41,13,2662,3752,66,51,96.934395,72
5,1,1,1,41,14,2885,3749,67,52,96.218544,95
5,1,1,1,41,15,3109,3757,68,51,96.2155,40
5,1,1,1,41,16,3332,3759,64,52,96.554565,35
5,1,1,1,41,17,3522,3760,67,52,96.658585,35
5,1,1,1,41,18,3664,3761,63,52,92.978645,11
5,1,1,1,41,19,3803,3797,63,3,90.36908,-
5,1,1,1,41,20,3960,3791,62,7,91.44191,-
5,1,1,1,41,21,4109,3766,56,16,87.420967,-
4,1,1,1,42,0,102,3902,4062,78,-1.0,
5,1,1,1,42,1,102,3903,98,52,96.409264,103
5,1,1,1,42,2,339,3902,100,54,82.758835,186
5,1,1,1,42,3,611,3906,66,52,96.959412,89
5,1,1,1,42,4,850,3907,67,53,96.986549,49
5,1,1,1,42,5,1072,3909,68,54,95.927757,50
5,1,1,1,42,6,1277,3909,66,52,96.767967,65
5,1,1,1,42,7,1467,3910,64,51,96.802094,14
5,1,1,1,42,8,1653,3908,64,52,96.868263,11
5,1,1,1,42,9,1858,3911,33,52,97.000381,4
5,1,1,1,42,10,2046,3912,65,52,95.822235,34
5,1,1,1,42,11,2235,3917,65,53,95.016388,35
5,1,1,1,42,12,2421,3919,68,52,96.738617,44
5,1,1,1,42,13,2631,3922,99,51,96.696182,104
5,1,1,1,42,14,2853,3918,100,52,96.46904,190
5,1,1,1,42,15,3075,3926,100,51,96.434029,106
5,1,1,1,42,16,3332,3928,64,51,95.890427,39
5,1,1,1,42,17,3522,3929,66,51,93.235039,47
5,1,1,1,42,18,3663,3962,64,4,93.028702,-
5,1,1,1,42,19,3802,3965,64,4,91.735909,-
5,1,1,1,42,20,3959,3960,63,8,91.657478,-
5,1,1,1,42,21,4108,3938,56,15,91.119934,-
4,1,1,1,43,0,166,3971,3998,78,-1.0,
5,1,1,1,43,1,166,3973,35,50,96.90892,8
5,1,1,1,43,2,373,3971,67,53,96.249382,10
5,1,1,1,43,3,647,3975,30,51,96.985313,6
5,1,1,1,43,4,886,3977,27,52,96.520454,1
5,1,1,1,43,5,1107,3978,32,52,96.539551,3
5,1,1,1,43,6,1313,3979,27,50,96.470329,1
5,1,1,1,43,7,1499,3977,33,53,96.370636,3
5,1,1,1,43,8,1690,3978,28,50,93.281509,1
5,1,1,1,43,9,1826,4011,64,5,92.862747,-
5,1,1,1,43,10,2050,4012,60,5,91.994659,-
5,1,1,1,43,11,2237,4017,62,4,93.225067,-
5,1,1,1,43,12,2424,4020,65,4,93.000107,-
5,1,1,1,43,13,2698,3992,31,49,97.019608,6
5,1,1,1,43,14,2888,3987,64,51,96.957031,12
5,1,1,1,43,15,3143,3995,32,51,97.023361,7
5,1,1,1,43,16,3367,3997,29,51,97.012863,7
5,1,1,1,43,17,3557,3999,32,50,93.288483,6
5,1,1,1,43,18,3663,4030,64,5,92.451012,-
5,1,1,1,43,19,3803,4034,63,4,92.133011,-
5,1,1,1,43,20,3959,4028,64,9,92.9674,-
5,1,1,1,43,21,4109,4006,55,15,80.507103,-
4,1,1,1,44,0,135,4039,4029,79,-1.0,
5,1,1,1,44,1,135,4041,65,53,96.934677,14
5,1,1,1,44,2,372,4039,68,59,96.928131,45
5,1,1,1,44,3,611,4042,66,52,96.341782,27
5,1,1,1,44,4,884,4044,33,52,96.689316,3
5,1,1,1,44,5,1107,4049,31,49,93.281921,2
5,1,1,1,44,6,1279,4078,63,5,92.490311,-
5,1,1,1,44,7,1466,4077,64,6,90.929123,-
5,1,1,1,44,8,1687,4046,34,51,93.297966,3
5,1,1,1,44,9,1827,4079,61,5,90.97966,-
5,1,1,1,44,10,2083,4051,27,50,96.916878,1
5,1,1,1,44,11,2271,4053,24,52,96.730804,1
5,1,1,1,44,12,2460,4056,25,51,96.605965,1
5,1,1,1,44,13,2665,4058,64,52,96.853882,16
5,1,1,1,44,14,2884,4055,68,52,96.743401,43
5,1,1,1,44,15,3108,4062,68,52,96.429909,26
5,1,1,1,44,16,3367,4065,30,50,94.549706,9
5,1,1,1,44,17,3525,4065,64,53,95.138809,17
5,1,1,1,44,18,3696,4066,34,52,93.288979,4
5,1,1,1,44,19,3803,4101,63,5,92.545868,-
5,1,1,1,44,20,3959,4095,64,8,91.997025,-
5,1,1,1,44,21,4109,4075,55,14,91.997025,-
4,1,1,1,45,0,169,4108,3996,73,-1.0,
5,1,1,1,45,1,169,4110,27,51,96.352921,1
5,1,1,1,45,2,406,4108,33,52,96.864861,3
5,1,1,1,45,3,614,4141,62,7,88.389198,--
5,1,1,1,45,4,884,4113,32,52,94.253349,9
5,1,1,1,45,5,1074,4115,66,51,96.142227,10
